Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill
ST025946,23,Female,Freshman,Cybersecurity,82,23,3.01,Average,5
ST025947,22,Female,Sophomore,Business Analytics,88,28,3.23,Good,5
ST025948,20,Male,Sophomore,Artificial Intelligence,69,38,3.26,Good,7
ST025949,20,Male,Sophomore,Computer Science,72,34,3.34,Good,6
ST025950,28,Female,Senior,Information Technology,67,26,3.03,Average,6
ST025951,22,Male,Sophomore,Information Technology,90,35,3.46,Good,7
ST025952,21,Male,Junior,Software Engineering,82,10,2.82,Average,8
ST025953,20,Male,Sophomore,Information Technology,88,27,3.17,Average,6
ST025954,23,Male,Sophomore,Artificial Intelligence,59,32,2.79,Average,6
ST025955,27,Male,Freshman,Business Analytics,88,23,3.25,Good,5
ST025956,21,Female,Senior,Software Engineering,71,13,2.67,Average,7
ST025957,23,Female,Freshman,Electrical Engineering,71,24,2.86,Average,5
ST025958,23,Female,Sophomore,Electrical Engineering,81,25,3.41,Good,8
ST025959,20,Male,Junior,Data Science,84,14,3.0,Average,8
ST025960,22,Male,Junior,Data Science,72,23,2.62,Average,6
ST025961,21,Male,Junior,Business Analytics,68,18,2.84,Average,6
ST025962,21,Female,Sophomore,Computer Science,90,17,3.19,Average,7
ST025963,19,Female,Senior,Cybersecurity,96,32,3.65,Good,8
ST025964,23,Male,Senior,Artificial Intelligence,83,19,3.03,Average,8
ST025965,21,Male,Sophomore,Artificial Intelligence,90,24,3.3,Good,7
ST025966,22,Female,Senior,Computer Science,98,27,3.33,Good,8
ST025967,20,Male,Freshman,Computer Science,79,23,3.07,Average,7
ST025968,22,Female,Senior,Information Technology,84,16,2.93,Average,5
ST025969,21,Male,Junior,Cybersecurity,91,19,3.33,Good,7
ST025970,20,Male,Senior,Business Analytics,91,10,3.14,Average,5
ST025971,20,Male,Senior,Artificial Intelligence,77,21,3.09,Average,8
ST025972,21,Female,Junior,Artificial Intelligence,79,30,3.16,Average,10
ST025973,21,Female,Freshman,Software Engineering,69,26,2.95,Average,7
ST025974,21,Male,Freshman,Computer Science,87,19,2.9,Average,6
ST025975,19,Male,Senior,Artificial Intelligence,86,20,2.99,Average,8
ST025976,20,Male,Sophomore,Business Analytics,75,15,2.67,Average,4
ST025977,21,Female,Sophomore,Artificial Intelligence,82,19,3.2,Good,8
ST025978,19,Male,Senior,Computer Science,93,22,3.46,Good,9
ST025979,20,Female,Junior,Cybersecurity,91,21,3.07,Average,7
ST025980,22,Male,Freshman,Data Science,87,17,3.02,Average,6
ST025981,21,Male,Freshman,Software Engineering,80,17,3.05,Average,7
ST025982,20,Female,Senior,Computer Science,71,34,3.41,Good,8
ST025983,25,Female,Senior,Artificial Intelligence,75,32,3.06,Average,9
ST025984,20,Female,Junior,Computer Science,79,22,3.11,Average,6
ST025985,19,Female,Junior,Software Engineering,91,9,3.12,Average,7
ST025986,21,Male,Junior,Artificial Intelligence,76,16,2.89,Average,8
ST025987,24,Male,Sophomore,Software Engineering,84,18,2.96,Average,10
ST025988,24,Male,Sophomore,Computer Science,93,28,3.63,Good,10
ST025989,18,Female,Sophomore,Software Engineering,83,31,3.2,Good,7
ST025990,19,Male,Freshman,Software Engineering,90,31,3.42,Good,7
ST025991,22,Male,Junior,Information Technology,93,21,3.54,Good,8
ST025992,21,Female,Junior,Cybersecurity,83,22,3.01,Average,7
ST025993,22,Male,Sophomore,Business Analytics,83,14,2.88,Average,5
ST025994,22,Female,Junior,Data Science,76,16,2.81,Average,6
ST025995,19,Female,Senior,Cybersecurity,87,15,2.84,Average,6
ST025996,22,Female,Senior,Computer Science,96,24,3.59,Good,6
ST025997,21,Female,Sophomore,Information Technology,83,19,2.95,Average,8
ST025998,30,Male,Senior,Artificial Intelligence,81,28,3.14,Average,10
ST025999,21,Female,Senior,Software Engineering,64,19,2.76,Average,6
ST026000,20,Female,Senior,Data Science,81,42,3.62,Good,9
ST026001,21,Female,Sophomore,Software Engineering,78,13,2.87,Average,8
ST026002,20,Male,Freshman,Software Engineering,98,25,3.81,Excellent,10
ST026003,20,Male,Junior,Software Engineering,72,29,3.22,Good,9
ST026004,22,Male,Sophomore,Software Engineering,70,18,3.11,Average,9
ST026005,20,Male,Senior,Artificial Intelligence,84,24,3.29,Good,10
ST026006,21,Female,Senior,Artificial Intelligence,90,8,2.84,Average,8
ST026007,22,Male,Junior,Computer Science,79,7,2.63,Average,6
ST026008,22,Female,Junior,Software Engineering,77,21,2.97,Average,10
ST026009,20,Male,Senior,Information Technology,72,20,3.05,Average,5
ST026010,19,Male,Freshman,Cybersecurity,88,14,2.89,Average,7
ST026011,23,Male,Sophomore,Artificial Intelligence,80,10,2.98,Average,8
ST026012,18,Female,Sophomore,Cybersecurity,78,14,2.57,Poor,7
ST026013,24,Male,Sophomore,Software Engineering,86,17,3.47,Good,10
ST026014,21,Female,Freshman,Artificial Intelligence,75,31,3.2,Good,10
ST026015,22,Female,Senior,Computer Science,98,16,3.32,Good,6
ST026016,21,Female,Junior,Information Technology,88,22,3.26,Good,7
ST026017,21,Female,Freshman,Artificial Intelligence,87,18,3.09,Average,10
ST026018,28,Female,Junior,Business Analytics,81,5,2.76,Average,3
ST026019,22,Male,Freshman,Electrical Engineering,70,23,2.83,Average,5
ST026020,21,Female,Junior,Software Engineering,74,29,3.33,Good,8
ST026021,20,Male,Junior,Software Engineering,97,21,3.23,Good,9
ST026022,22,Female,Junior,Electrical Engineering,95,21,3.33,Good,5
ST026023,20,Male,Sophomore,Business Analytics,80,40,3.61,Good,6
ST026024,23,Female,Freshman,Computer Science,87,25,3.32,Good,8
ST026025,22,Male,Junior,Data Science,73,27,3.23,Good,9
ST026026,19,Male,Junior,Computer Science,73,16,2.92,Average,7
ST026027,23,Female,Senior,Electrical Engineering,77,20,3.23,Good,6
ST026028,19,Male,Sophomore,Software Engineering,94,27,3.57,Good,9
ST026029,19,Male,Sophomore,Cybersecurity,73,15,2.93,Average,7
ST026030,25,Female,Freshman,Data Science,90,14,3.15,Average,7
ST026031,21,Male,Sophomore,Computer Science,92,26,3.35,Good,7
ST026032,21,Female,Sophomore,Artificial Intelligence,80,35,3.31,Good,10
ST026033,21,Male,Senior,Artificial Intelligence,76,24,3.11,Average,7
ST026034,18,Female,Junior,Cybersecurity,84,20,3.33,Good,7
ST026035,21,Female,Senior,Computer Science,81,5,2.8,Average,7
ST026036,22,Male,Senior,Computer Science,77,13,2.67,Average,7
ST026037,21,Male,Junior,Business Analytics,77,34,3.21,Good,5
ST026038,19,Male,Senior,Software Engineering,80,15,2.73,Average,10
ST026039,22,Female,Sophomore,Information Technology,83,17,3.08,Average,6
ST026040,21,Male,Senior,Information Technology,69,34,3.18,Average,8
ST026041,21,Male,Junior,Computer Science,85,5,2.55,Poor,5
ST026042,22,Female,Freshman,Artificial Intelligence,84,32,3.47,Good,9
ST026043,19,Male,Freshman,Electrical Engineering,100,29,3.68,Good,6
ST026044,22,Female,Senior,Business Analytics,83,23,3.2,Good,8
ST026045,19,Female,Junior,Computer Science,90,31,3.74,Excellent,10
ST026046,20,Male,Sophomore,Computer Science,83,19,3.19,Average,9
ST026047,21,Male,Sophomore,Computer Science,83,32,3.54,Good,8
ST026048,21,Male,Freshman,Data Science,79,27,3.19,Average,9
ST026049,21,Female,Sophomore,Computer Science,80,27,3.2,Good,9
ST026050,22,Male,Senior,Software Engineering,74,22,2.75,Average,6
ST026051,20,Female,Junior,Computer Science,65,22,2.69,Average,5
ST026052,21,Female,Junior,Software Engineering,71,27,2.95,Average,8
ST026053,20,Female,Senior,Computer Science,82,17,2.71,Average,7
ST026054,20,Female,Sophomore,Artificial Intelligence,72,17,3.01,Average,9
ST026055,22,Female,Senior,Computer Science,70,6,2.49,Poor,7
ST026056,20,Female,Junior,Computer Science,86,34,3.33,Good,9
ST026057,21,Female,Junior,Cybersecurity,88,23,3.46,Good,5
ST026058,22,Female,Sophomore,Computer Science,95,23,3.45,Good,7
ST026059,21,Male,Sophomore,Cybersecurity,82,22,2.99,Average,10
ST026060,22,Female,Freshman,Computer Science,80,34,3.61,Good,10
ST026061,22,Male,Freshman,Computer Science,71,28,2.89,Average,6
ST026062,22,Female,Junior,Business Analytics,81,25,3.28,Good,6
ST026063,20,Male,Junior,Information Technology,77,34,3.16,Average,7
ST026064,22,Female,Freshman,Software Engineering,69,28,3.02,Average,7
ST026065,21,Male,Junior,Information Technology,97,7,3.23,Good,7
ST026066,22,Male,Junior,Software Engineering,93,20,3.26,Good,9
ST026067,22,Female,Junior,Information Technology,78,21,3.02,Average,6
ST026068,20,Male,Sophomore,Computer Science,100,33,3.74,Excellent,9
ST026069,21,Male,Sophomore,Business Analytics,68,17,2.79,Average,6
ST026070,19,Female,Senior,Artificial Intelligence,99,24,3.57,Good,10
ST026071,21,Other,Freshman,Computer Science,75,12,2.64,Average,7
ST026072,21,Male,Senior,Cybersecurity,88,25,3.09,Average,8
ST026073,20,Male,Senior,Computer Science,84,22,3.38,Good,7
ST026074,19,Male,Freshman,Artificial Intelligence,84,26,3.12,Average,9
ST026075,20,Male,Sophomore,Information Technology,83,12,2.93,Average,4
ST026076,20,Female,Junior,Computer Science,85,25,3.22,Good,5
ST026077,21,Female,Senior,Computer Science,85,25,3.22,Good,8
ST026078,20,Male,Freshman,Artificial Intelligence,87,20,3.09,Average,10
ST026079,20,Male,Freshman,Software Engineering,80,14,2.52,Poor,8
ST026080,21,Male,Junior,Data Science,76,21,2.81,Average,6
ST026081,20,Female,Sophomore,Data Science,88,21,3.38,Good,8
ST026082,21,Male,Senior,Computer Science,80,19,2.96,Average,7
ST026083,23,Male,Sophomore,Computer Science,55,15,2.27,Poor,5
ST026084,22,Male,Freshman,Data Science,80,33,3.25,Good,7
ST026085,23,Male,Senior,Artificial Intelligence,76,18,3.23,Good,8
ST026086,19,Male,Senior,Data Science,69,24,3.15,Average,8
ST026087,20,Male,Sophomore,Software Engineering,61,14,2.45,Poor,8
ST026088,20,Female,Senior,Electrical Engineering,82,19,2.95,Average,6
ST026089,21,Female,Freshman,Computer Science,88,15,2.97,Average,8
ST026090,23,Male,Freshman,Information Technology,85,28,3.3,Good,7
ST026091,21,Male,Senior,Computer Science,73,37,3.55,Good,10
ST026092,29,Male,Junior,Information Technology,81,22,3.44,Good,8
ST026093,23,Female,Junior,Artificial Intelligence,73,13,3.06,Average,9
ST026094,21,Male,Freshman,Computer Science,100,21,3.21,Good,8
ST026095,22,Female,Sophomore,Information Technology,76,23,3.12,Average,7
ST026096,20,Male,Senior,Business Analytics,91,17,3.24,Good,5
ST026097,24,Female,Sophomore,Cybersecurity,100,18,3.46,Good,7
ST026098,20,Female,Freshman,Software Engineering,76,27,3.16,Average,8
ST026099,19,Female,Freshman,Data Science,100,18,3.55,Good,8
ST026100,21,Male,Sophomore,Data Science,68,20,2.82,Average,5
ST026101,20,Male,Sophomore,Computer Science,61,37,3.09,Average,7
ST026102,19,Male,Junior,Artificial Intelligence,75,14,2.85,Average,8
ST026103,19,Female,Senior,Information Technology,78,26,3.01,Average,5
ST026104,21,Female,Sophomore,Data Science,89,19,3.14,Average,8
ST026105,20,Female,Junior,Electrical Engineering,81,16,2.89,Average,4
ST026106,21,Female,Freshman,Computer Science,92,37,3.69,Good,8
ST026107,22,Male,Junior,Data Science,97,29,3.59,Good,9
ST026108,19,Male,Sophomore,Cybersecurity,88,14,3.16,Average,8
ST026109,20,Male,Junior,Business Analytics,93,45,3.82,Excellent,6
ST026110,20,Female,Sophomore,Artificial Intelligence,84,18,3.04,Average,7
ST026111,21,Female,Junior,Data Science,73,30,3.16,Average,6
ST026112,25,Female,Sophomore,Software Engineering,67,18,2.79,Average,9
ST026113,22,Male,Junior,Computer Science,95,16,3.18,Average,8
ST026114,21,Female,Junior,Business Analytics,83,30,3.16,Average,5
ST026115,21,Male,Freshman,Software Engineering,93,32,3.62,Good,9
ST026116,23,Male,Sophomore,Data Science,100,12,3.32,Good,7
ST026117,20,Female,Senior,Information Technology,82,19,3.23,Good,7
ST026118,23,Male,Junior,Artificial Intelligence,75,11,2.84,Average,6
ST026119,20,Male,Sophomore,Artificial Intelligence,82,5,2.66,Average,7
ST026120,28,Male,Senior,Cybersecurity,84,20,3.1,Average,7
ST026121,20,Male,Senior,Computer Science,75,12,2.69,Average,6
ST026122,22,Male,Junior,Data Science,88,33,3.42,Good,7
ST026123,28,Female,Sophomore,Computer Science,82,23,3.06,Average,5
ST026124,21,Female,Junior,Information Technology,58,19,2.54,Poor,4
ST026125,22,Male,Junior,Business Analytics,92,20,3.25,Good,7
ST026126,22,Female,Senior,Computer Science,75,16,2.71,Average,6
ST026127,18,Male,Sophomore,Software Engineering,75,17,2.84,Average,7
ST026128,21,Female,Freshman,Artificial Intelligence,100,12,3.23,Good,9
ST026129,18,Female,Junior,Software Engineering,89,22,3.43,Good,8
ST026130,22,Male,Senior,Artificial Intelligence,87,12,2.77,Average,8
ST026131,19,Female,Freshman,Information Technology,66,17,2.64,Average,7
ST026132,22,Male,Freshman,Cybersecurity,95,25,3.65,Good,7
ST026133,21,Male,Junior,Computer Science,82,23,3.17,Average,7
ST026134,20,Female,Freshman,Electrical Engineering,84,14,2.9,Average,8
ST026135,23,Female,Freshman,Computer Science,85,19,3.14,Average,7
ST026136,24,Female,Sophomore,Cybersecurity,82,26,3.23,Good,7
ST026137,19,Female,Junior,Data Science,75,14,2.86,Average,5
ST026138,20,Male,Freshman,Electrical Engineering,100,29,3.6,Good,5
ST026139,22,Male,Junior,Business Analytics,81,18,2.97,Average,5
ST026140,21,Female,Senior,Information Technology,84,29,3.46,Good,7
ST026141,21,Male,Junior,Computer Science,90,18,2.9,Average,6
ST026142,21,Male,Junior,Electrical Engineering,97,19,3.46,Good,6
ST026143,18,Male,Sophomore,Computer Science,82,12,2.72,Average,6
ST026144,19,Male,Junior,Data Science,80,25,3.35,Good,6
ST026145,20,Female,Sophomore,Artificial Intelligence,88,25,3.12,Average,8
ST026146,22,Male,Freshman,Cybersecurity,75,23,3.12,Average,7
ST026147,22,Female,Senior,Artificial Intelligence,91,23,3.55,Good,8
ST026148,20,Male,Junior,Data Science,77,24,3.15,Average,7
ST026149,21,Male,Freshman,Computer Science,77,16,3.06,Average,9
ST026150,20,Male,Junior,Computer Science,100,20,3.57,Good,9
ST026151,19,Female,Sophomore,Computer Science,76,14,3.1,Average,7
ST026152,21,Other,Senior,Business Analytics,97,18,3.18,Average,6
ST026153,21,Male,Freshman,Information Technology,87,24,3.01,Average,5
ST026154,19,Male,Freshman,Artificial Intelligence,86,19,2.86,Average,8
ST026155,20,Other,Senior,Artificial Intelligence,80,27,3.33,Good,9
ST026156,23,Female,Sophomore,Computer Science,84,25,2.99,Average,6
ST026157,21,Female,Junior,Data Science,68,22,2.67,Average,6
ST026158,19,Male,Sophomore,Artificial Intelligence,80,13,2.81,Average,8
ST026159,24,Male,Junior,Computer Science,76,24,3.24,Good,8
ST026160,22,Male,Junior,Information Technology,90,12,2.99,Average,7
ST026161,23,Male,Freshman,Computer Science,90,19,3.24,Good,7
ST026162,20,Female,Senior,Computer Science,79,15,3.01,Average,6
ST026163,20,Male,Junior,Data Science,82,24,3.22,Good,9
ST026164,20,Female,Freshman,Artificial Intelligence,69,25,2.9,Average,8
ST026165,22,Male,Senior,Information Technology,87,24,3.27,Good,8
ST026166,23,Male,Freshman,Software Engineering,84,26,3.25,Good,9
ST026167,19,Male,Freshman,Artificial Intelligence,100,18,3.49,Good,9
ST026168,21,Female,Senior,Software Engineering,55,15,2.39,Poor,10
ST026169,25,Male,Junior,Cybersecurity,82,29,3.34,Good,8
ST026170,19,Male,Junior,Data Science,66,12,2.8,Average,6
ST026171,21,Male,Freshman,Data Science,78,9,2.7,Average,8
ST026172,20,Male,Junior,Cybersecurity,78,24,3.04,Average,8
ST026173,24,Female,Senior,Business Analytics,87,24,3.53,Good,7
ST026174,21,Male,Senior,Software Engineering,83,22,3.19,Average,8
ST026175,20,Male,Freshman,Information Technology,88,21,3.3,Good,5
ST026176,21,Other,Junior,Information Technology,71,26,2.93,Average,5
ST026177,20,Male,Senior,Electrical Engineering,95,25,3.61,Good,6
ST026178,19,Female,Senior,Computer Science,95,24,3.37,Good,9
ST026179,19,Male,Senior,Cybersecurity,81,16,2.76,Average,6
ST026180,25,Female,Junior,Artificial Intelligence,77,35,3.27,Good,9
ST026181,22,Female,Sophomore,Information Technology,87,5,2.57,Poor,3
ST026182,21,Male,Sophomore,Information Technology,85,27,3.18,Average,7
ST026183,21,Male,Junior,Artificial Intelligence,91,32,3.56,Good,10
ST026184,21,Male,Sophomore,Software Engineering,87,21,2.98,Average,7
ST026185,23,Female,Junior,Information Technology,66,21,2.7,Average,6
ST026186,21,Female,Senior,Artificial Intelligence,91,19,3.17,Average,8
ST026187,23,Male,Senior,Software Engineering,94,20,3.45,Good,9
ST026188,20,Female,Senior,Information Technology,97,21,3.53,Good,7
ST026189,19,Male,Freshman,Artificial Intelligence,63,15,2.44,Poor,8
ST026190,20,Female,Freshman,Data Science,82,18,2.76,Average,6
ST026191,23,Male,Senior,Software Engineering,72,32,2.89,Average,9
ST026192,20,Male,Senior,Computer Science,89,7,2.85,Average,8
ST026193,21,Female,Freshman,Data Science,82,21,3.01,Average,8
ST026194,20,Female,Junior,Cybersecurity,70,25,3.12,Average,8
ST026195,21,Male,Senior,Artificial Intelligence,87,22,3.38,Good,8
ST026196,21,Male,Sophomore,Software Engineering,84,24,3.1,Average,9
ST026197,28,Female,Junior,Computer Science,94,22,3.2,Good,6
ST026198,22,Female,Junior,Software Engineering,92,17,3.51,Good,8
ST026199,21,Male,Freshman,Computer Science,94,24,3.47,Good,7
ST026200,19,Female,Senior,Computer Science,90,19,3.21,Good,5
ST026201,21,Male,Sophomore,Cybersecurity,77,30,3.25,Good,7
ST026202,20,Male,Freshman,Information Technology,80,22,3.03,Average,6
ST026203,25,Male,Sophomore,Computer Science,87,22,3.09,Average,7
ST026204,19,Female,Junior,Artificial Intelligence,82,24,3.12,Average,9
ST026205,23,Other,Sophomore,Computer Science,90,11,3.05,Average,7
ST026206,22,Female,Senior,Computer Science,74,28,3.06,Average,6
ST026207,24,Female,Junior,Data Science,100,27,3.49,Good,9
ST026208,25,Male,Junior,Information Technology,85,16,3.01,Average,5
ST026209,21,Male,Junior,Artificial Intelligence,80,15,2.93,Average,8
ST026210,19,Female,Junior,Information Technology,74,20,3.01,Average,6
ST026211,22,Female,Senior,Computer Science,62,14,2.34,Poor,6
ST026212,20,Female,Junior,Business Analytics,83,24,3.33,Good,7
ST026213,21,Female,Junior,Software Engineering,84,38,3.25,Good,9
ST026214,22,Male,Freshman,Cybersecurity,86,19,2.85,Average,7
ST026215,22,Male,Sophomore,Computer Science,91,23,3.33,Good,7
ST026216,18,Female,Sophomore,Cybersecurity,77,29,3.07,Average,8
ST026217,20,Female,Freshman,Data Science,91,15,2.99,Average,7
ST026218,24,Female,Junior,Data Science,89,12,3.03,Average,8
ST026219,27,Female,Junior,Data Science,78,32,3.38,Good,5
ST026220,23,Female,Sophomore,Cybersecurity,79,13,2.81,Average,8
ST026221,24,Male,Senior,Information Technology,84,18,3.14,Average,5
ST026222,21,Female,Senior,Computer Science,90,18,3.26,Good,8
ST026223,22,Female,Senior,Information Technology,82,23,3.34,Good,5
ST026224,22,Female,Sophomore,Artificial Intelligence,82,7,2.7,Average,6
ST026225,23,Female,Freshman,Computer Science,68,38,3.22,Good,7
ST026226,21,Female,Junior,Software Engineering,85,11,3.13,Average,8
ST026227,22,Male,Junior,Software Engineering,75,20,2.79,Average,7
ST026228,22,Male,Freshman,Electrical Engineering,50,30,2.22,Poor,4
ST026229,20,Male,Freshman,Software Engineering,79,6,2.76,Average,8
ST026230,24,Male,Freshman,Cybersecurity,89,5,2.98,Average,6
ST026231,22,Female,Sophomore,Data Science,79,26,3.35,Good,7
ST026232,18,Male,Senior,Information Technology,94,24,3.37,Good,9
ST026233,19,Other,Freshman,Data Science,78,18,3.12,Average,7
ST026234,20,Female,Sophomore,Software Engineering,76,10,2.75,Average,6
ST026235,21,Female,Junior,Computer Science,82,25,3.13,Average,9
ST026236,21,Female,Sophomore,Electrical Engineering,84,22,2.84,Average,4
ST026237,22,Male,Sophomore,Software Engineering,78,22,2.83,Average,8
ST026238,20,Male,Junior,Computer Science,87,21,3.13,Average,8
ST026239,21,Male,Senior,Computer Science,87,28,3.47,Good,9
ST026240,19,Female,Senior,Data Science,79,23,3.06,Average,6
ST026241,21,Male,Sophomore,Computer Science,70,15,2.7,Average,6
ST026242,24,Male,Junior,Business Analytics,87,13,3.15,Average,6
ST026243,21,Male,Junior,Data Science,89,26,3.31,Good,7
ST026244,19,Male,Senior,Data Science,66,29,2.92,Average,6
ST026245,21,Male,Senior,Computer Science,90,27,3.15,Average,8
ST026246,22,Male,Senior,Business Analytics,83,20,3.35,Good,7
ST026247,19,Male,Junior,Electrical Engineering,89,17,3.38,Good,4
ST026248,23,Female,Senior,Computer Science,73,27,3.03,Average,6
ST026249,22,Female,Junior,Computer Science,77,27,3.2,Good,7
ST026250,22,Female,Junior,Data Science,89,19,3.05,Average,7
ST026251,20,Male,Freshman,Artificial Intelligence,78,5,2.79,Average,8
ST026252,21,Male,Sophomore,Artificial Intelligence,91,25,3.48,Good,7
ST026253,21,Male,Sophomore,Information Technology,88,18,3.13,Average,7
ST026254,25,Female,Sophomore,Business Analytics,80,18,2.99,Average,4
ST026255,22,Female,Freshman,Computer Science,64,22,2.78,Average,4
ST026256,21,Female,Junior,Software Engineering,59,26,2.77,Average,7
ST026257,21,Male,Junior,Data Science,67,15,2.56,Poor,5
ST026258,20,Female,Senior,Business Analytics,69,22,2.93,Average,3
ST026259,21,Male,Freshman,Computer Science,75,27,3.12,Average,8
ST026260,20,Male,Senior,Business Analytics,100,30,3.63,Good,5
ST026261,20,Female,Sophomore,Artificial Intelligence,74,24,2.76,Average,7
ST026262,22,Male,Freshman,Cybersecurity,76,5,2.56,Poor,4
ST026263,24,Female,Junior,Cybersecurity,91,25,3.42,Good,7
ST026264,24,Female,Senior,Data Science,84,25,3.04,Average,6
ST026265,19,Female,Junior,Electrical Engineering,75,7,2.78,Average,4
ST026266,23,Male,Junior,Cybersecurity,91,17,3.2,Good,7
ST026267,22,Female,Senior,Computer Science,91,34,3.63,Good,8
ST026268,21,Male,Senior,Data Science,96,19,3.45,Good,8
ST026269,23,Female,Junior,Information Technology,90,22,3.47,Good,7
ST026270,21,Female,Sophomore,Information Technology,88,15,3.26,Good,6
ST026271,19,Male,Senior,Computer Science,82,26,3.0,Average,7
ST026272,21,Female,Senior,Artificial Intelligence,75,27,3.26,Good,7
ST026273,21,Male,Sophomore,Artificial Intelligence,82,20,2.83,Average,7
ST026274,22,Male,Freshman,Software Engineering,93,24,3.37,Good,10
ST026275,21,Male,Freshman,Computer Science,70,18,2.96,Average,9
ST026276,23,Male,Junior,Cybersecurity,85,15,2.98,Average,8
ST026277,21,Female,Senior,Information Technology,84,17,3.33,Good,5
ST026278,20,Male,Senior,Electrical Engineering,92,30,3.57,Good,5
ST026279,21,Male,Freshman,Business Analytics,85,16,2.88,Average,4
ST026280,20,Male,Senior,Business Analytics,96,13,3.04,Average,4
ST026281,22,Male,Freshman,Computer Science,96,29,3.31,Good,6
ST026282,21,Male,Junior,Information Technology,77,28,3.32,Good,8
ST026283,18,Male,Freshman,Data Science,69,34,3.12,Average,7
ST026284,20,Male,Junior,Software Engineering,68,13,2.52,Poor,7
ST026285,25,Female,Senior,Artificial Intelligence,72,16,2.8,Average,7
ST026286,21,Other,Junior,Business Analytics,68,27,3.04,Average,5
ST026287,18,Female,Junior,Cybersecurity,51,15,2.56,Poor,6
ST026288,21,Male,Sophomore,Artificial Intelligence,93,17,3.26,Good,6
ST026289,21,Male,Junior,Information Technology,83,9,2.97,Average,7
ST026290,20,Other,Freshman,Computer Science,85,18,3.34,Good,8
ST026291,18,Female,Senior,Cybersecurity,90,14,3.18,Average,8
ST026292,18,Female,Senior,Data Science,87,16,3.2,Good,7
ST026293,22,Female,Senior,Artificial Intelligence,82,19,3.38,Good,9
ST026294,22,Female,Sophomore,Electrical Engineering,80,26,3.21,Good,6
ST026295,19,Male,Sophomore,Cybersecurity,81,27,3.33,Good,6
ST026296,21,Male,Senior,Information Technology,100,20,3.38,Good,6
ST026297,21,Female,Junior,Artificial Intelligence,72,33,3.29,Good,8
ST026298,18,Male,Freshman,Artificial Intelligence,90,14,3.48,Good,9
ST026299,21,Female,Senior,Computer Science,96,13,2.95,Average,7
ST026300,20,Female,Senior,Artificial Intelligence,100,23,3.11,Average,7
ST026301,22,Female,Senior,Business Analytics,69,5,2.47,Poor,4
ST026302,22,Female,Junior,Software Engineering,76,29,3.29,Good,10
ST026303,22,Female,Senior,Artificial Intelligence,71,22,2.94,Average,9
ST026304,23,Male,Freshman,Cybersecurity,81,24,3.05,Average,8
ST026305,21,Male,Freshman,Business Analytics,72,22,3.07,Average,4
ST026306,19,Male,Sophomore,Data Science,84,18,3.3,Good,7
ST026307,22,Male,Senior,Data Science,76,22,3.13,Average,7
ST026308,25,Female,Sophomore,Cybersecurity,83,29,3.58,Good,8
ST026309,22,Male,Senior,Cybersecurity,70,25,2.9,Average,6
ST026310,19,Male,Senior,Computer Science,82,23,3.09,Average,8
ST026311,20,Male,Freshman,Information Technology,79,37,3.47,Good,7
ST026312,18,Female,Senior,Information Technology,80,22,3.26,Good,7
ST026313,21,Female,Sophomore,Artificial Intelligence,84,21,3.12,Average,8
ST026314,21,Female,Sophomore,Information Technology,75,23,2.82,Average,6
ST026315,21,Female,Sophomore,Computer Science,61,14,2.52,Poor,6
ST026316,20,Female,Freshman,Software Engineering,85,26,3.36,Good,8
ST026317,23,Female,Sophomore,Computer Science,87,25,3.2,Good,8
ST026318,21,Female,Sophomore,Software Engineering,90,25,3.64,Good,10
ST026319,22,Male,Sophomore,Artificial Intelligence,78,25,3.1,Average,10
ST026320,19,Male,Sophomore,Electrical Engineering,68,19,2.7,Average,6
ST026321,21,Male,Senior,Artificial Intelligence,72,10,2.48,Poor,8
ST026322,21,Male,Junior,Data Science,93,25,3.5,Good,8
ST026323,20,Female,Freshman,Information Technology,98,22,3.56,Good,7
ST026324,21,Male,Sophomore,Computer Science,80,13,2.84,Average,6
ST026325,20,Male,Freshman,Computer Science,76,8,2.77,Average,6
ST026326,21,Male,Freshman,Data Science,80,25,3.21,Good,7
ST026327,21,Male,Junior,Artificial Intelligence,75,21,2.81,Average,8
ST026328,21,Female,Sophomore,Data Science,79,27,3.48,Good,8
ST026329,22,Male,Senior,Artificial Intelligence,77,31,3.22,Good,9
ST026330,19,Male,Freshman,Computer Science,83,16,2.98,Average,8
ST026331,20,Female,Freshman,Electrical Engineering,96,15,3.44,Good,7
ST026332,27,Male,Junior,Data Science,100,17,3.14,Average,7
ST026333,20,Male,Freshman,Software Engineering,65,12,2.7,Average,8
ST026334,19,Female,Freshman,Information Technology,81,9,2.96,Average,6
ST026335,20,Female,Senior,Information Technology,72,14,2.53,Poor,5
ST026336,23,Female,Junior,Computer Science,68,22,2.66,Average,6
ST026337,20,Female,Junior,Computer Science,84,15,3.13,Average,6
ST026338,19,Male,Sophomore,Computer Science,86,21,3.06,Average,8
ST026339,26,Female,Sophomore,Computer Science,83,26,3.19,Average,7
ST026340,21,Male,Senior,Artificial Intelligence,76,12,2.68,Average,6
ST026341,22,Male,Junior,Business Analytics,94,20,3.36,Good,6
ST026342,25,Female,Freshman,Software Engineering,100,28,3.39,Good,8
ST026343,21,Female,Senior,Software Engineering,90,22,3.05,Average,9
ST026344,21,Female,Senior,Computer Science,83,35,3.43,Good,9
ST026345,26,Female,Freshman,Information Technology,91,23,3.38,Good,6
